text,datetime,hashtags,reactions,comments
"I turned ONE winning ad into 100 high-performing variations—without lifting a finger.

Tired of wasting thousands testing creatives manually?

Sick of blowing $5k+ just to stumble on ONE ad that finally works?

Tired of chasing UGC creators who ghost after promising “revisions”?

We’ve all been there…

That’s why I built a self-sufficient AI agent that analyzes your ad to the smallest of detail, tells you what is working for your competitors and gives you suggestions based on the result —all on autopilot.

I’ve shared this with:

- 7 and 8-figure CPG brands
- Burnt-out media buyers stuck in creative fatigue
- Ecom stores struggling with creative testing

Their response?
“No way… this actually WORKS.”

Here’s how:

- Connect your social media pages
- The AI analyzes your creatives, compares with your competitors and gives you suggestions on optimisation

Result? You scale fast, minus the creative chaos.

Say goodbye to:
- Chasing freelancers for changes
- 3-week content delays
- Guesswork on ad angles
- Wasted budget on duds

Just repeatable, reliable scaling.

Comment 'SUPERADS' below, and I’ll shoot you a detailed report in your DMs (if we’re connected).

P.S. The last batch of people using this? They're now scaling past $50K/day. No joke. I turned ONE winning ad into 100 high-performing variations—without lifting a finger.

Tired of wasting thousands testing creatives manually?

Sick of blowing $5k+ just to stumble on ONE ad that finally works?

Tired of chasing UGC creators who ghost after promising “revisions”?

We’ve all been there…

That’s why I built a self-sufficient AI agent that analyzes your ad to the smallest of detail, tells you what is working for your competitors and gives you suggestions based on the result —all on autopilot.

I’ve shared this with:

- 7 and 8-figure CPG brands
- Burnt-out media buyers stuck in creative fatigue
- Ecom stores struggling with creative testing

Their response?
“No way… this actually WORKS.”

Here’s how:

- Connect your social media pages
- The AI analyzes your creatives, compares with your competitors and gives you suggestions on optimisation

Result? You scale fast, minus the creative chaos.

Say goodbye to:
- Chasing freelancers for changes
- 3-week content delays
- Guesswork on ad angles
- Wasted budget on duds

Just repeatable, reliable scaling.

Comment 'SUPERADS' below, and I’ll shoot you a detailed report in your DMs (if we’re connected).

P.S. The last batch of people using this? They're now scaling past $50K/day. No joke.",1 month ago • Visible to anyone on or off LinkedIn,,46 reactions,25
"As a 2-times $1M founder, 

These are the 5 Things I Wish I'd Known Sooner:

🎯 Nobody Cares About Your Cool Solution
Let's be honest - I spent way too long being excited about features nobody asked for. People don't buy ""nice-to-haves"" - they buy ""need-to-haves"" that make their problems go away. How painful is the problem that you are solving?

🔍 Get Picky About Who You Serve
I wasted months marketing to the wrong audience and burned cash and time through the process before getting it right. Find your ICP and refine it relentlessly until it's laser-precise. Don't even think about running ads until you've nailed exactly who you're talking to and confirmed they actually want what you're selling.

🌱 Fish Where The Fish Are Biting
Look, some prospects are ready to buy now, and some will never be ready. I wasted so much time on the wrong people! Focus on high-intent channels where you can grab the low-hanging fruit. One good customer who's ready to buy beats ten who ""might be interested someday.""

⏱️ Your Time Is Worth More Than You Think
This was a game-changer for me: before jumping into any task, I ask myself, ""Can I automate this? Can someone else do this?"" If you're doing $10/hour work when you could be doing $1,000/hour work, you're leaving money on the table.

🤖 AI Won't Save You (But It Can Help)
I got caught up in the AI hype too, buying tools I barely used, it’s not the answer to every question. Use AI to automate workflows and manual work to make more of your time. That's how I started building- to strike that balance. We use AI to get deep insights impossible for us to derive and to make efficient workflows, but we know it's the human touch that really makes marketing work. No robot can replace good content.

On a side note do you want to see what you're missing? My team is planning to offer a FREE Performance Review to a few companies that reach out to us. We combine AI insights with human expertise to analyse everything from details as minute as audio choices to even your influencer selection. We'll show you exactly how to make every marketing dollar count. Comment ‘SUPERADS’ below or connect with me for a conversation

Have a Good day!😊 As a 2-times $1M founder, 

These are the 5 Things I Wish I'd Known Sooner:

🎯 Nobody Cares About Your Cool Solution
Let's be honest - I spent way too long being excited about features nobody asked for. People don't buy ""nice-to-haves"" - they buy ""need-to-haves"" that make their problems go away. How painful is the problem that you are solving?

🔍 Get Picky About Who You Serve
I wasted months marketing to the wrong audience and burned cash and time through the process before getting it right. Find your ICP and refine it relentlessly until it's laser-precise. Don't even think about running ads until you've nailed exactly who you're talking to and confirmed they actually want what you're selling.

🌱 Fish Where The Fish Are Biting
Look, some prospects are ready to buy now, and some will never be ready. I wasted so much time on the wrong people! Focus on high-intent channels where you can grab the low-hanging fruit. One good customer who's ready to buy beats ten who ""might be interested someday.""

⏱️ Your Time Is Worth More Than You Think
This was a game-changer for me: before jumping into any task, I ask myself, ""Can I automate this? Can someone else do this?"" If you're doing $10/hour work when you could be doing $1,000/hour work, you're leaving money on the table.

🤖 AI Won't Save You (But It Can Help)
I got caught up in the AI hype too, buying tools I barely used, it’s not the answer to every question. Use AI to automate workflows and manual work to make more of your time. That's how I started building- to strike that balance. We use AI to get deep insights impossible for us to derive and to make efficient workflows, but we know it's the human touch that really makes marketing work. No robot can replace good content.

On a side note do you want to see what you're missing? My team is planning to offer a FREE Performance Review to a few companies that reach out to us. We combine AI insights with human expertise to analyse everything from details as minute as audio choices to even your influencer selection. We'll show you exactly how to make every marketing dollar count. Comment ‘SUPERADS’ below or connect with me for a conversation

Have a Good day!😊",1 month ago • Edited • Visible to anyone on or off LinkedIn,,22 reactions,7
"Attention Startup Founders! 

Are you ready to leverage AI for startup success in 2025? Join us for an exclusive webinar that will dive into the game-changing potential of AI Agents for early-stage companies!

What’s in store?
Expert Insights: Hear from industry leaders (and) on navigating 2025’s AI disruptions, with a focus on the rise of DeepSeek and the latest trends.
Founder Journey: I'll share our firsthand experience on integrating AI agents into workflows atand the tangible impact on productivity and scalability.

Practical Strategy: Learn how to craft an actionable AI strategy tailored to your startup’s needs, from selecting the right tools to measuring impact.

Key takeaways:
How to identify AI use cases in your business
Choosing the right AI tools and platforms
Scaling AI solutions for growth
Measuring AI impact for long-term success

Don’t miss out on this opportunity to gain actionable insights and take your startup to the next level with AI!

Date & Time: 25 Feb 2025, 1.30PM-2.45PM (SGT)
Registration link in comments Attention Startup Founders! 

Are you ready to leverage AI for startup success in 2025? Join us for an exclusive webinar that will dive into the game-changing potential of AI Agents for early-stage companies!

What’s in store?
Expert Insights: Hear from industry leaders (and) on navigating 2025’s AI disruptions, with a focus on the rise of DeepSeek and the latest trends.
Founder Journey: I'll share our firsthand experience on integrating AI agents into workflows atand the tangible impact on productivity and scalability.

Practical Strategy: Learn how to craft an actionable AI strategy tailored to your startup’s needs, from selecting the right tools to measuring impact.

Key takeaways:
How to identify AI use cases in your business
Choosing the right AI tools and platforms
Scaling AI solutions for growth
Measuring AI impact for long-term success

Don’t miss out on this opportunity to gain actionable insights and take your startup to the next level with AI!

Date & Time: 25 Feb 2025, 1.30PM-2.45PM (SGT)
Registration link in comments",1 month ago • Edited • Visible to anyone on or off LinkedIn,,32 reactions,2
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
"All geared up for the new journey at Fuelgrowth with the Archits. 💁‍♀️ 

My love for solving and design thinking has led me to a journey of creating and shaping Fuego. Fuego is your AI Creative Designer, a perfect bridge brain between growth marketers and their control over the designed outcomes for the best performance.

I'm thrilled to announce that I'll now be sharing an exciting path of aligned vision and hustling life with the sharp brains ofand.

Here’s why I’m so excited about it: Fuego not only comprehends and adheres to all the important aspects of your brand guidelines to craft high-performing, targeted creatives for you in minutes, but she ALSO helps you create variations for different aspect ratios, with perfect copy and layout variations for A/B testing!

Ship faster. Test faster. Fail/win faster.
Know what works and invest further wisely :)
Fuego's got your back for the basics and smoothly gives you the perfectly editable source files too (without charging you more for it like agencies :P)

Having been in the agency business myself at, I've seen countless creative resources channeled into creating size variations for ads followed by long, tedious approval cycles—both internally and with clients.

Trust me, this laborious activity is a complete waste of the creative talent out there. We're set out to ease this pain by reducing overall production time and increasing ROAS. And the best part? It's cost-effective too! :)

Now performance marketers can truly lead by their pace and up their game to bring results without constraints on the number of creatives they can work with. It's practically a limitless flow now.

Can't wait to dive deeper into industry practices and reshape how it functions with the global landscape as our ever-expanding canvas! 🚀

Actively connecting with D2C founders ready to up their performance marketing game.
Tag the best Performance Marketing agencies you know 👇 All geared up for the new journey at Fuelgrowth with the Archits. 💁‍♀️ 

My love for solving and design thinking has led me to a journey of creating and shaping Fuego. Fuego is your AI Creative Designer, a perfect bridge brain between growth marketers and their control over the designed outcomes for the best performance.

I'm thrilled to announce that I'll now be sharing an exciting path of aligned vision and hustling life with the sharp brains ofand.

Here’s why I’m so excited about it: Fuego not only comprehends and adheres to all the important aspects of your brand guidelines to craft high-performing, targeted creatives for you in minutes, but she ALSO helps you create variations for different aspect ratios, with perfect copy and layout variations for A/B testing!

Ship faster. Test faster. Fail/win faster.
Know what works and invest further wisely :)
Fuego's got your back for the basics and smoothly gives you the perfectly editable source files too (without charging you more for it like agencies :P)

Having been in the agency business myself at, I've seen countless creative resources channeled into creating size variations for ads followed by long, tedious approval cycles—both internally and with clients.

Trust me, this laborious activity is a complete waste of the creative talent out there. We're set out to ease this pain by reducing overall production time and increasing ROAS. And the best part? It's cost-effective too! :)

Now performance marketers can truly lead by their pace and up their game to bring results without constraints on the number of creatives they can work with. It's practically a limitless flow now.

Can't wait to dive deeper into industry practices and reshape how it functions with the global landscape as our ever-expanding canvas! 🚀

Actively connecting with D2C founders ready to up their performance marketing game.
Tag the best Performance Marketing agencies you know 👇 Fuelgrowth Fuelgrowth",9 months ago • Edited • Visible to anyone on or off LinkedIn,,48 reactions,10
"We are just getting started here at Fuelgrowth. 

Some of the sharpest brains coming together to solve some of the most interesting problems consumer businesses face today. From day 0 we have believed in quality over quantity and our AI Fuego has been delivering some great creatives.

Watch this space. We are just getting started here at Fuelgrowth. 

Some of the sharpest brains coming together to solve some of the most interesting problems consumer businesses face today. From day 0 we have believed in quality over quantity and our AI Fuego has been delivering some great creatives.

Watch this space. Fuelgrowth Fuelgrowth Who says Pythagorean theorem is not used after school? 

At Fuelgrowth, we heavy use geometry, linear algebra and image processing to generate super awesome high converting ad creative.

Today we are releasing a new feature to generate multiple size variations of your uploaded ad creative (again super heavily reliant on geometry 😄 )

Saves designers hundreds of hours of grunt work generating ad creative in multiple sizes. Who says Pythagorean theorem is not used after school? 

At Fuelgrowth, we heavy use geometry, linear algebra and image processing to generate super awesome high converting ad creative.

Today we are releasing a new feature to generate multiple size variations of your uploaded ad creative (again super heavily reliant on geometry 😄 )

Saves designers hundreds of hours of grunt work generating ad creative in multiple sizes. Fuelgrowth Fuelgrowth",9 months ago • Visible to anyone on or off LinkedIn,,21 reactions,3
"Static Ads Are Making a Comeback!

Yes, you heard me right.

Over the past three months, collaborating with various brands and agencies has revealed an intriguing insight that challenges the current market playbooks.

Our data and performance analysis comparing UGC reels and static ads clearly show a winner.

If you're a brand looking to leverage social media platforms to boost engagement across your funnel, static creatives must be part of your content strategy. Here are three compelling reasons why:

Reel Fatigue: Attention spans are dwindling, and users are becoming more selective about the content they consume. Static ads offer a refreshing change.

Cost and Authenticity Issues with UGC: User-generated content is becoming
increasingly expensive. Users are savvy and can spot a sales pitch a mile away. Brands need to push more authentic data through UGC to stand out.

Message Clarity: Static ads allow brands to convey their message quickly and clearly as users scroll. Well-designed static ads, when intelligently positioned and targeted, drive better results.

And the most crucial reason:

Efficiency in Performance Marketing: Today's performance marketing thrives on rapid iterations and A/B testing. Static ads are cheaper and quicker to produce, allowing performance marketers to experiment more freely and optimize data-backed campaigns for better outcomes.

If you're a marketer, brand owner, content/brand head, or P&L owner, and this resonates with you—or if you have contrarian views—I’d love to hear from you. Static Ads Are Making a Comeback!

Yes, you heard me right.

Over the past three months, collaborating with various brands and agencies has revealed an intriguing insight that challenges the current market playbooks.

Our data and performance analysis comparing UGC reels and static ads clearly show a winner.

If you're a brand looking to leverage social media platforms to boost engagement across your funnel, static creatives must be part of your content strategy. Here are three compelling reasons why:

Reel Fatigue: Attention spans are dwindling, and users are becoming more selective about the content they consume. Static ads offer a refreshing change.

Cost and Authenticity Issues with UGC: User-generated content is becoming
increasingly expensive. Users are savvy and can spot a sales pitch a mile away. Brands need to push more authentic data through UGC to stand out.

Message Clarity: Static ads allow brands to convey their message quickly and clearly as users scroll. Well-designed static ads, when intelligently positioned and targeted, drive better results.

And the most crucial reason:

Efficiency in Performance Marketing: Today's performance marketing thrives on rapid iterations and A/B testing. Static ads are cheaper and quicker to produce, allowing performance marketers to experiment more freely and optimize data-backed campaigns for better outcomes.

If you're a marketer, brand owner, content/brand head, or P&L owner, and this resonates with you—or if you have contrarian views—I’d love to hear from you.",10 months ago • Visible to anyone on or off LinkedIn,,26 reactions,1
"Hey LinkedIn fam, it's been a whirlwind journey at Fuelgrowth.ai lately, and I couldn't wait to share some insights from our founder's desk! 🚀

For the past few months, we've been heads down, laser-focused on crafting cutting-edge solution for larger enterprises. But let me tell you, the journey has been anything but ordinary. We've had countless eye-opening conversations with potential users spanning SMEs to midmarket and enterprises, and the response has been phenomenal! 🌟

Sharing some key takeaways that have been brewing in my mind:

1️⃣ Bold Conversations from Day One: Don't underestimate the power of engaging with enterprise and large organizations right from the get-go. Sometimes, the need for what you're building in these behemoths is far greater than you might anticipate. While SMEs are more accessible for conversations, it's often the big players who truly grasp the value of innovation.

2️⃣ Niche Focus, Stellar Solutions: Conversations with larger enterprises allow you to zero in on a niche and craft state-of-the-art solutions tailored to specific challenges. This focus breeds innovation and sets you apart in the market.

3️⃣ Crystal-Clear Messaging: Engaging with big players forces you to refine your messaging and positioning in the market. Being precise and clear becomes paramount, which ultimately benefits your entire brand identity.

4️⃣ Timing is Key: Navigating enterprise sales cycles, POCs, and sealing those game-changing deals alongside building your product is a marathon, not a sprint. It's crucial to tread carefully, leveraging feedback from fellow operators in the market to ensure your journey is a successful one.

Our journey atis just getting started, and I'm thrilled to embark on this adventure alongside each of you. Let's keep the conversation going! 💬



What do you think? Let me know your thoughts and experiences in the comments below! 🚀 Hey LinkedIn fam, it's been a whirlwind journey at Fuelgrowth.ai lately, and I couldn't wait to share some insights from our founder's desk! 🚀

For the past few months, we've been heads down, laser-focused on crafting cutting-edge solution for larger enterprises. But let me tell you, the journey has been anything but ordinary. We've had countless eye-opening conversations with potential users spanning SMEs to midmarket and enterprises, and the response has been phenomenal! 🌟

Sharing some key takeaways that have been brewing in my mind:

1️⃣ Bold Conversations from Day One: Don't underestimate the power of engaging with enterprise and large organizations right from the get-go. Sometimes, the need for what you're building in these behemoths is far greater than you might anticipate. While SMEs are more accessible for conversations, it's often the big players who truly grasp the value of innovation.

2️⃣ Niche Focus, Stellar Solutions: Conversations with larger enterprises allow you to zero in on a niche and craft state-of-the-art solutions tailored to specific challenges. This focus breeds innovation and sets you apart in the market.

3️⃣ Crystal-Clear Messaging: Engaging with big players forces you to refine your messaging and positioning in the market. Being precise and clear becomes paramount, which ultimately benefits your entire brand identity.

4️⃣ Timing is Key: Navigating enterprise sales cycles, POCs, and sealing those game-changing deals alongside building your product is a marathon, not a sprint. It's crucial to tread carefully, leveraging feedback from fellow operators in the market to ensure your journey is a successful one.

Our journey atis just getting started, and I'm thrilled to embark on this adventure alongside each of you. Let's keep the conversation going! 💬



What do you think? Let me know your thoughts and experiences in the comments below! 🚀",10 months ago • Visible to anyone on or off LinkedIn,,7 reactions,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
"🚀 Embracing Saturdays: A Founder's Tale 🌟

For many, Saturdays are for relaxation. But for us startup founders, they're so much more.

It's the day we eagerly await, with eyes gleaming and hearts pounding. Why? Because it's when we gather for our weekly product update/demo meeting – the heartbeat of our journey.

Saturdays aren't about extra work; they're about reflection, celebration, and strategy. They're about taking stock of our achievements and setting the course for the week ahead.

So here's to Saturdays – the most anticipated day of the week for us dreamers, builders, and changemakers. Let's seize the magic and make every moment count! 💼✨ 🚀 Embracing Saturdays: A Founder's Tale 🌟

For many, Saturdays are for relaxation. But for us startup founders, they're so much more.

It's the day we eagerly await, with eyes gleaming and hearts pounding. Why? Because it's when we gather for our weekly product update/demo meeting – the heartbeat of our journey.

Saturdays aren't about extra work; they're about reflection, celebration, and strategy. They're about taking stock of our achievements and setting the course for the week ahead.

So here's to Saturdays – the most anticipated day of the week for us dreamers, builders, and changemakers. Let's seize the magic and make every moment count! 💼✨",1 year ago • Visible to anyone on or off LinkedIn,,31 reactions,0
"Here’s what Fuego has created next:

Check below to read what Fuego had in mind while designing this social media creative:

🔥 When crafting social media creatives, it's essential to ensure authenticity, relevance, consistency, responsiveness to trends, and measurability. This maximizes its impact on audience engagement and brand perception. 💡

My DMs are flooded with messages, and I'm thrilled with the response I've been receiving. Reach out to me if you find what Fuego does interesting. 📩

🔥📱 Here’s what Fuego has created next:

Check below to read what Fuego had in mind while designing this social media creative:

🔥 When crafting social media creatives, it's essential to ensure authenticity, relevance, consistency, responsiveness to trends, and measurability. This maximizes its impact on audience engagement and brand perception. 💡

My DMs are flooded with messages, and I'm thrilled with the response I've been receiving. Reach out to me if you find what Fuego does interesting. 📩

🔥📱",1 year ago • Visible to anyone on or off LinkedIn,,20 reactions,0
"Day 2 of Week 1 Ad Analysis:

🔍 Discovering what works well is crucial, but today, let's delve into Fuego's breakdown of what didn't quite hit the mark with this ThriveCo ad.

While brands invest significantly in ads, even minor improvements can skyrocket their performance.

DM me to uncover Fuego crafted ad creatives for your brand.

🚀 Our early access slots for Fuego are filling up rapidly. Day 2 of Week 1 Ad Analysis:

🔍 Discovering what works well is crucial, but today, let's delve into Fuego's breakdown of what didn't quite hit the mark with this ThriveCo ad.

While brands invest significantly in ads, even minor improvements can skyrocket their performance.

DM me to uncover Fuego crafted ad creatives for your brand.

🚀 Our early access slots for Fuego are filling up rapidly.",1 year ago • Edited • Visible to anyone on or off LinkedIn,,25 reactions,2
"At Fuelgrowth, we've been working on understanding why do certain creatives stand out and others don't. How can we leverage cutting-edge technology with creative design to simplify the generation of high quality creatives at scale?

If you're curious about what goes on behind the scenes, check out the ad creative that Fuego our AI creative designer has designed in the example below.

This is just a small glimpse of what we have been working on, watch this space for more.

My DMs are open if you would like to chat and use Fuego to scale up and improve your content game.

We are opening up access to 30 waitlist users from 15th April. At Fuelgrowth, we've been working on understanding why do certain creatives stand out and others don't. How can we leverage cutting-edge technology with creative design to simplify the generation of high quality creatives at scale?

If you're curious about what goes on behind the scenes, check out the ad creative that Fuego our AI creative designer has designed in the example below.

This is just a small glimpse of what we have been working on, watch this space for more.

My DMs are open if you would like to chat and use Fuego to scale up and improve your content game.

We are opening up access to 30 waitlist users from 15th April. Fuelgrowth Fuelgrowth",1 year ago • Visible to anyone on or off LinkedIn,,33 reactions,2
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
"Big News: Shopify's joining Heroes of DTC as a partner!

Join Namra Nillove Deka from Shopify, the mastermind in e-commerce and strategic partnerships, at our event on 2nd Feb in Singapore. His talk on ""Consumer Habits: From COVID to Post-COVID for DTC Brands"" is full of actionable insights for anyone in the industry.

Namra's expertise is a goldmine for growth strategies and understanding market shifts.

Don't miss this chance to gain insights from a Shopify leader!

RSVP on the link now - Big News: Shopify's joining Heroes of DTC as a partner!

Join Namra Nillove Deka from Shopify, the mastermind in e-commerce and strategic partnerships, at our event on 2nd Feb in Singapore. His talk on ""Consumer Habits: From COVID to Post-COVID for DTC Brands"" is full of actionable insights for anyone in the industry.

Namra's expertise is a goldmine for growth strategies and understanding market shifts.

Don't miss this chance to gain insights from a Shopify leader!

RSVP on the link now - Shopify Shopify Heroes of DTC Heroes of DTC Namra Nillove Deka",1 year ago • Visible to anyone on or off LinkedIn,,84 reactions,2
"How did DTC startups evolve from then to now?

Excited to introduce Diego Buenaflor, CEO of Ellana Cosmetics, at our upcoming- Manila Chapter event.

Diego, with his extensive experience in the consumer goods industry, is perfectly poised to share valuable insights on this journey.

Join us as he unfolds the transformation of DTC startups over the years especially in the region, drawing from his own remarkable journey with Ellana Cosmetics.

RSVP on the link in comments. How did DTC startups evolve from then to now?

Excited to introduce Diego Buenaflor, CEO of Ellana Cosmetics, at our upcoming- Manila Chapter event.

Diego, with his extensive experience in the consumer goods industry, is perfectly poised to share valuable insights on this journey.

Join us as he unfolds the transformation of DTC startups over the years especially in the region, drawing from his own remarkable journey with Ellana Cosmetics.

RSVP on the link in comments. Diego Buenaflor Ellana Cosmetics Ellana Cosmetics",1 year ago • Visible to anyone on or off LinkedIn,,13 reactions,1
"Couldn't be more excited to announce Sameer Mehta, Head of South East Asia at DSG Consumer Partners, join us as a speaker for Heroes of DTC - Singapore Chapter. 

Sameer's vast experience, from leading at Bain & Company to driving growth at Singha Corporation and now investing in some of the best consumer brands of our times, he brings unparalleled insights into consumer-focused strategies and venture success.

His presence promises to enrich our discussions with deep, real-world understanding of market dynamics and innovation. Couldn't be more excited to announce Sameer Mehta, Head of South East Asia at DSG Consumer Partners, join us as a speaker for Heroes of DTC - Singapore Chapter. 

Sameer's vast experience, from leading at Bain & Company to driving growth at Singha Corporation and now investing in some of the best consumer brands of our times, he brings unparalleled insights into consumer-focused strategies and venture success.

His presence promises to enrich our discussions with deep, real-world understanding of market dynamics and innovation. Sameer Mehta DSG Consumer Partners DSG Consumer Partners Heroes of DTC Heroes of DTC",1 year ago • Edited • Visible to anyone on or off LinkedIn,,19 reactions,1
"Heroes of DTC is excited to announce an exclusive invite-only e-commerce event featuring experts from Amazon Business, Shopify, DSG Consumer Partners, foodpanda, Dotdigital, Gentree Fund, BeyondSeed, Choco Up, and other top DTC founders and industry leaders.

Don't miss out on this opportunity to learn from the best in the business and stay ahead of the game. Register now to secure your spot!

To RSVP check the link in comments. Heroes of DTC is excited to announce an exclusive invite-only e-commerce event featuring experts from Amazon Business, Shopify, DSG Consumer Partners, foodpanda, Dotdigital, Gentree Fund, BeyondSeed, Choco Up, and other top DTC founders and industry leaders.

Don't miss out on this opportunity to learn from the best in the business and stay ahead of the game. Register now to secure your spot!

To RSVP check the link in comments. Heroes of DTC Heroes of DTC Amazon Business Amazon Business Shopify Shopify DSG Consumer Partners DSG Consumer Partners foodpanda foodpanda Dotdigital Dotdigital Gentree Fund Gentree Fund BeyondSeed BeyondSeed Choco Up Choco Up",1 year ago • Edited • Visible to anyone on or off LinkedIn,,33 reactions,5
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
N/A,unknown,,0,0
"Hello Network - any recommendations for a tool which we can use to record and translate our sales and customer success calls ? our team currently uses various sources - mobile, messaging apps, hangouts, zoom, team and others depending on clients ease of use and if we can capture them in our respective CRMs so we have more datapoints to learn and improve the productivity and results. Any recommendations will be super helpful. I came across VOIP apps but they don't solve for this use case yet.

All founders, sales, revenue and customer success leaders how are you solving this problem in your organisation ? Would love to hear some feedback from the community. Hello Network - any recommendations for a tool which we can use to record and translate our sales and customer success calls ? our team currently uses various sources - mobile, messaging apps, hangouts, zoom, team and others depending on clients ease of use and if we can capture them in our respective CRMs so we have more datapoints to learn and improve the productivity and results. Any recommendations will be super helpful. I came across VOIP apps but they don't solve for this use case yet.

All founders, sales, revenue and customer success leaders how are you solving this problem in your organisation ? Would love to hear some feedback from the community.",2 years ago • Visible to anyone on or off LinkedIn,,15 reactions,17
"I am actively looking for an experienced ML/AI engineer who has background on AWS native services and architecture, an expert in Python and its various frameworks. 

The role will provide complete freedom and the chance to build a global product from 0-1 stage.

Be part of a seasoned team on the mission to disrupt ecommerce tech globally.

if you or someone in your network is interested please reachout to me via DM or comment below. I am actively looking for an experienced ML/AI engineer who has background on AWS native services and architecture, an expert in Python and its various frameworks. 

The role will provide complete freedom and the chance to build a global product from 0-1 stage.

Be part of a seasoned team on the mission to disrupt ecommerce tech globally.

if you or someone in your network is interested please reachout to me via DM or comment below.",2 years ago • Edited • Visible to anyone on or off LinkedIn,,46 reactions,0
